Date,Warehouse_Location,Material_ID,Material_Name,Category,Supplier_Name,Forecasted_Demand,Actual_Consumption,Safety_Stock,Reorder_Level,Current_Stock,Lead_Time_Days,Unit_Cost,Inventory_Value (PKR),Reorder_Flag
12/25/2024,Karachi Central,M0046,Material_034,Raw Material,Beta Corp,167,192,87,161,125,12,69.91,8738.75,Yes
11/26/2024,Karachi Central,M0043,Material_041,Raw Material,Alpha Ltd,103,83,85,152,95,7,37.65,3576.75,Yes
10/29/2024,Islamabad East,M0021,Material_051,Semi-Finished,Beta Corp,234,221,71,139,36,11,97.73,3518.28,Yes
12/17/2024,Lahore South,M0023,Material_047,Raw Material,Delta Supplies,165,166,66,104,144,14,105.87,15245.28,No
12/08/2024,Karachi Central,M0080,Material_082,Raw Material,Delta Supplies,167,182,67,89,0,11,27.56,0.0,Yes
11/16/2024,Karachi Central,M0047,Material_058,Semi-Finished,Delta Supplies,53,14,57,94,99,12,120.11,11890.89,No
12/01/2024,Lahore South,M0015,Material_075,Semi-Finished,Beta Corp,124,73,98,156,177,13,12.53,2217.81,No
12/08/2024,Karachi Central,M0025,Material_057,Packaging,Gamma Traders,273,249,78,106,251,10,77.58,19472.58,No
12/15/2024,Faisalabad Hub,M0036,Material_023,Packaging,Gamma Traders,98,39,88,159,185,12,56.34,10422.9,No
10/16/2024,Lahore South,M0075,Material_048,Raw Material,Delta Supplies,56,23,68,99,5,14,113.64,568.2,Yes
12/29/2024,Lahore South,M0051,Material_022,Packaging,Alpha Ltd,159,136,57,81,133,4,53.79,7154.07,No
12/29/2024,Lahore South,M0015,Material_017,Packaging,Gamma Traders,171,169,83,105,139,6,125.75,17479.25,No
11/17/2024,Faisalabad Hub,M0068,Material_069,Raw Material,Beta Corp,60,84,47,77,47,14,93.29,4384.63,Yes
12/24/2024,Lahore South,M0021,Material_011,Finished Good,Gamma Traders,141,123,93,169,244,6,121.15,29560.6,No
11/08/2024,Faisalabad Hub,M0013,Material_094,Raw Material,Delta Supplies,231,249,70,119,170,11,148.51,25246.7,No
11/02/2024,Lahore South,M0086,Material_015,Semi-Finished,Alpha Ltd,282,316,73,96,161,8,105.08,16917.88,No
10/23/2024,Islamabad East,M0019,Material_091,Raw Material,Gamma Traders,264,261,46,70,0,5,147.89,0.0,Yes
10/10/2024,Karachi Central,M0034,Material_035,Semi-Finished,Gamma Traders,222,210,75,95,0,12,14.04,0.0,Yes
12/08/2024,Islamabad East,M0078,Material_033,Semi-Finished,Delta Supplies,72,42,57,103,107,5,57.34,6135.38,No
11/03/2024,Karachi Central,M0068,Material_084,Finished Good,Alpha Ltd,291,253,99,146,181,8,25.1,4543.1,No
11/21/2024,Faisalabad Hub,M0052,Material_016,Raw Material,Alpha Ltd,77,84,77,125,223,10,46.72,10418.56,No
10/10/2024,Islamabad East,M0027,Material_034,Packaging,Delta Supplies,284,279,98,135,221,12,127.44,28164.24,No
10/19/2024,Lahore South,M0029,Material_066,Packaging,Beta Corp,160,133,48,79,221,5,14.53,3211.13,No
11/27/2024,Karachi Central,M0028,Material_099,Semi-Finished,Gamma Traders,106,69,98,130,113,5,82.83,9359.79,Yes
10/01/2024,Karachi Central,M0035,Material_040,Packaging,Beta Corp,75,38,48,108,0,7,89.4,0.0,Yes
12/08/2024,Islamabad East,M0008,Material_028,Packaging,Gamma Traders,202,227,85,106,43,7,88.56,3808.08,Yes
10/04/2024,Faisalabad Hub,M0016,Material_047,Packaging,Gamma Traders,103,73,47,103,105,8,76.54,8036.7,No
10/16/2024,Islamabad East,M0036,Material_039,Raw Material,Beta Corp,78,23,90,154,128,2,120.68,15447.04,Yes
10/24/2024,Faisalabad Hub,M0030,Material_070,Packaging,Delta Supplies,260,282,74,109,37,14,28.7,1061.9,Yes
12/19/2024,Faisalabad Hub,M0018,Material_073,Raw Material,Delta Supplies,146,185,57,124,24,12,53.48,1283.52,Yes
10/02/2024,Karachi Central,M0002,Material_020,Finished Good,Gamma Traders,213,244,44,87,152,4,96.2,14622.4,No
11/01/2024,Islamabad East,M0049,Material_001,Semi-Finished,Delta Supplies,63,54,53,107,132,10,106.73,14088.36,No
12/23/2024,Islamabad East,M0077,Material_072,Finished Good,Gamma Traders,127,87,67,108,210,7,66.58,13981.8,No
10/24/2024,Faisalabad Hub,M0004,Material_087,Raw Material,Delta Supplies,84,113,69,124,219,7,132.55,29028.45,No
10/12/2024,Islamabad East,M0090,Material_063,Finished Good,Gamma Traders,79,50,43,73,149,6,68.17,10157.33,No
11/19/2024,Lahore South,M0089,Material_067,Finished Good,Delta Supplies,141,160,78,152,107,12,66.39,7103.73,Yes
11/04/2024,Lahore South,M0094,Material_004,Semi-Finished,Alpha Ltd,66,75,59,136,178,4,15.07,2682.46,No
11/02/2024,Islamabad East,M0075,Material_058,Semi-Finished,Beta Corp,244,201,64,129,14,12,87.16,1220.24,Yes
11/02/2024,Islamabad East,M0007,Material_025,Raw Material,Alpha Ltd,257,297,67,115,168,6,109.22,18348.96,No
11/30/2024,Faisalabad Hub,M0095,Material_047,Finished Good,Beta Corp,287,274,51,105,221,2,26.02,5750.42,No
11/20/2024,Lahore South,M0074,Material_038,Packaging,Beta Corp,207,190,41,108,225,4,52.76,11871.0,No
11/12/2024,Lahore South,M0039,Material_015,Raw Material,Gamma Traders,293,264,82,155,174,5,119.38,20772.12,No
10/12/2024,Karachi Central,M0013,Material_063,Raw Material,Beta Corp,142,100,53,87,0,6,61.23,0.0,Yes
12/06/2024,Faisalabad Hub,M0031,Material_021,Finished Good,Alpha Ltd,222,245,61,140,128,11,43.82,5608.96,Yes
12/04/2024,Karachi Central,M0071,Material_099,Finished Good,Alpha Ltd,128,163,70,120,261,10,104.11,27172.71,No
11/02/2024,Lahore South,M0063,Material_057,Finished Good,Delta Supplies,159,155,62,123,24,5,37.55,901.2,Yes
11/09/2024,Faisalabad Hub,M0056,Material_053,Semi-Finished,Alpha Ltd,297,241,87,147,283,4,135.39,38315.37,No
12/13/2024,Islamabad East,M0042,Material_046,Raw Material,Delta Supplies,266,284,59,121,259,11,24.78,6418.02,No
11/12/2024,Faisalabad Hub,M0061,Material_014,Raw Material,Beta Corp,228,246,77,112,102,2,108.92,11109.84,Yes
11/13/2024,Islamabad East,M0042,Material_100,Raw Material,Alpha Ltd,151,166,94,123,118,14,79.94,9432.92,Yes
10/29/2024,Islamabad East,M0056,Material_076,Raw Material,Beta Corp,155,119,43,111,144,11,131.79,18977.76,No
10/13/2024,Faisalabad Hub,M0036,Material_017,Raw Material,Alpha Ltd,96,130,54,105,106,7,27.67,2933.02,No
10/12/2024,Islamabad East,M0084,Material_039,Raw Material,Alpha Ltd,230,192,63,133,183,8,104.91,19198.53,No
11/15/2024,Karachi Central,M0068,Material_009,Packaging,Delta Supplies,113,110,64,85,62,11,90.09,5585.58,Yes
10/02/2024,Lahore South,M0007,Material_099,Finished Good,Beta Corp,295,309,40,83,219,9,77.21,16908.99,No
11/04/2024,Islamabad East,M0054,Material_077,Packaging,Alpha Ltd,293,308,46,88,190,13,78.8,14972.0,No
12/26/2024,Karachi Central,M0001,Material_079,Finished Good,Gamma Traders,299,243,96,117,232,2,111.08,25770.56,No
12/20/2024,Islamabad East,M0044,Material_082,Semi-Finished,Beta Corp,215,177,70,127,164,13,141.28,23169.92,No
12/29/2024,Lahore South,M0045,Material_097,Raw Material,Beta Corp,113,118,51,101,180,5,22.78,4100.4,No
10/08/2024,Karachi Central,M0047,Material_006,Raw Material,Beta Corp,136,122,81,151,271,12,12.73,3449.83,No
10/26/2024,Lahore South,M0013,Material_091,Raw Material,Delta Supplies,266,243,44,103,211,6,122.8,25910.8,No
12/13/2024,Lahore South,M0022,Material_023,Raw Material,Gamma Traders,283,233,83,128,276,3,25.14,6938.64,No
12/29/2024,Karachi Central,M0021,Material_059,Semi-Finished,Beta Corp,56,40,89,137,184,2,148.14,27257.76,No
11/03/2024,Karachi Central,M0086,Material_091,Raw Material,Alpha Ltd,71,43,81,103,8,9,96.71,773.68,Yes
10/07/2024,Karachi Central,M0092,Material_098,Raw Material,Alpha Ltd,130,110,77,154,206,7,101.12,20830.72,No
12/07/2024,Faisalabad Hub,M0009,Material_046,Raw Material,Delta Supplies,259,298,99,132,252,6,37.84,9535.68,No
11/27/2024,Karachi Central,M0026,Material_038,Finished Good,Alpha Ltd,290,276,51,95,53,14,43.64,2312.92,Yes
12/14/2024,Karachi Central,M0009,Material_014,Semi-Finished,Beta Corp,218,162,78,145,110,10,102.31,11254.1,Yes
10/29/2024,Karachi Central,M0015,Material_100,Semi-Finished,Alpha Ltd,123,84,57,77,18,14,137.36,2472.48,Yes
11/05/2024,Karachi Central,M0010,Material_072,Raw Material,Beta Corp,187,141,41,113,100,12,147.53,14753.0,Yes
12/28/2024,Islamabad East,M0088,Material_062,Semi-Finished,Alpha Ltd,234,237,49,71,0,14,37.72,0.0,Yes
10/21/2024,Faisalabad Hub,M0042,Material_035,Semi-Finished,Gamma Traders,184,145,54,127,26,12,28.78,748.28,Yes
11/05/2024,Lahore South,M0072,Material_019,Semi-Finished,Delta Supplies,289,252,69,114,34,3,17.9,608.6,Yes
10/10/2024,Karachi Central,M0024,Material_030,Finished Good,Delta Supplies,174,186,83,120,51,11,131.56,6709.56,Yes
12/12/2024,Islamabad East,M0080,Material_078,Raw Material,Gamma Traders,99,114,97,125,79,13,51.26,4049.54,Yes
10/24/2024,Islamabad East,M0049,Material_084,Finished Good,Gamma Traders,279,285,56,113,50,9,10.25,512.5,Yes
12/03/2024,Islamabad East,M0026,Material_025,Finished Good,Delta Supplies,268,230,43,85,0,12,41.33,0.0,Yes
11/18/2024,Lahore South,M0091,Material_040,Raw Material,Gamma Traders,101,75,46,86,19,11,57.66,1095.54,Yes
11/05/2024,Karachi Central,M0037,Material_088,Packaging,Beta Corp,210,164,80,156,48,14,148.74,7139.52,Yes
12/21/2024,Faisalabad Hub,M0068,Material_014,Finished Good,Alpha Ltd,50,62,70,90,93,10,83.3,7746.9,No
10/24/2024,Faisalabad Hub,M0050,Material_026,Raw Material,Delta Supplies,285,292,90,130,73,2,38.66,2822.18,Yes
10/23/2024,Islamabad East,M0024,Material_087,Packaging,Gamma Traders,230,174,99,145,292,8,56.87,16606.04,No
12/01/2024,Lahore South,M0019,Material_022,Finished Good,Beta Corp,237,237,98,159,141,9,56.24,7929.84,Yes
11/06/2024,Lahore South,M0100,Material_048,Packaging,Delta Supplies,211,211,94,172,86,4,12.76,1097.36,Yes
10/12/2024,Lahore South,M0060,Material_083,Raw Material,Gamma Traders,53,71,78,103,242,5,28.93,7001.06,No
11/24/2024,Faisalabad Hub,M0039,Material_051,Packaging,Delta Supplies,194,164,94,168,274,14,107.33,29408.42,No
10/13/2024,Islamabad East,M0074,Material_003,Raw Material,Gamma Traders,181,219,73,136,198,4,26.84,5314.32,No
10/23/2024,Karachi Central,M0089,Material_042,Packaging,Delta Supplies,220,203,45,100,97,8,42.3,4103.1,Yes
12/28/2024,Faisalabad Hub,M0018,Material_019,Raw Material,Beta Corp,295,304,89,136,46,10,59.1,2718.6,Yes
10/30/2024,Islamabad East,M0019,Material_073,Semi-Finished,Beta Corp,267,277,77,141,139,4,116.08,16135.12,Yes
10/17/2024,Islamabad East,M0036,Material_028,Packaging,Alpha Ltd,53,12,84,120,57,14,91.54,5217.78,Yes
12/01/2024,Karachi Central,M0074,Material_084,Semi-Finished,Delta Supplies,50,48,97,175,302,7,106.46,32150.92,No
12/23/2024,Karachi Central,M0097,Material_045,Semi-Finished,Alpha Ltd,120,154,90,149,80,9,89.38,7150.4,Yes
12/28/2024,Karachi Central,M0055,Material_071,Packaging,Delta Supplies,271,311,73,150,128,7,105.7,13529.6,Yes
12/25/2024,Lahore South,M0069,Material_078,Semi-Finished,Gamma Traders,227,207,83,154,289,3,10.4,3005.6,No
10/13/2024,Karachi Central,M0047,Material_063,Raw Material,Gamma Traders,250,277,54,76,205,14,140.33,28767.65,No
11/28/2024,Islamabad East,M0049,Material_073,Packaging,Alpha Ltd,238,227,53,84,203,8,25.53,5182.59,No
10/19/2024,Karachi Central,M0099,Material_019,Raw Material,Delta Supplies,84,29,45,103,244,3,66.87,16316.28,No
11/18/2024,Islamabad East,M0098,Material_047,Finished Good,Alpha Ltd,57,92,89,120,172,3,117.95,20287.4,No
10/12/2024,Faisalabad Hub,M0033,Material_014,Raw Material,Beta Corp,201,232,76,97,0,3,70.93,0.0,Yes
11/30/2024,Lahore South,M0021,Material_038,Packaging,Alpha Ltd,260,230,89,164,221,12,142.56,31505.76,No
10/19/2024,Faisalabad Hub,M0081,Material_053,Semi-Finished,Alpha Ltd,85,36,71,136,265,2,75.46,19996.9,No
12/15/2024,Faisalabad Hub,M0022,Material_061,Packaging,Gamma Traders,227,170,42,83,137,12,132.49,18151.13,No
10/09/2024,Islamabad East,M0048,Material_036,Raw Material,Alpha Ltd,293,304,42,84,85,2,123.52,10499.2,No
12/10/2024,Faisalabad Hub,M0037,Material_040,Packaging,Delta Supplies,172,113,61,110,0,8,147.34,0.0,Yes
10/28/2024,Islamabad East,M0015,Material_081,Semi-Finished,Gamma Traders,92,112,61,85,128,14,139.72,17884.16,No
12/17/2024,Karachi Central,M0035,Material_030,Semi-Finished,Alpha Ltd,76,57,49,77,164,13,135.74,22261.36,No
11/21/2024,Karachi Central,M0092,Material_009,Raw Material,Beta Corp,81,41,90,130,54,6,112.42,6070.68,Yes
12/22/2024,Islamabad East,M0071,Material_064,Packaging,Alpha Ltd,127,71,42,72,84,12,61.38,5155.92,No
10/16/2024,Karachi Central,M0032,Material_033,Packaging,Alpha Ltd,170,137,51,75,223,4,24.86,5543.78,No
12/08/2024,Lahore South,M0011,Material_052,Semi-Finished,Alpha Ltd,195,173,68,122,0,2,106.41,0.0,Yes
10/12/2024,Faisalabad Hub,M0010,Material_089,Packaging,Gamma Traders,205,204,87,133,147,12,147.01,21610.47,No
10/25/2024,Lahore South,M0073,Material_014,Packaging,Delta Supplies,206,196,56,124,159,11,111.72,17763.48,No
11/21/2024,Faisalabad Hub,M0078,Material_075,Raw Material,Beta Corp,65,42,46,67,0,7,140.02,0.0,Yes
12/24/2024,Karachi Central,M0077,Material_053,Raw Material,Alpha Ltd,148,113,52,95,239,12,122.6,29301.4,No
11/22/2024,Lahore South,M0057,Material_099,Raw Material,Delta Supplies,96,81,95,145,36,2,32.84,1182.24,Yes
10/23/2024,Karachi Central,M0025,Material_059,Raw Material,Delta Supplies,236,197,41,93,227,10,44.89,10190.03,No
10/16/2024,Faisalabad Hub,M0002,Material_078,Packaging,Gamma Traders,80,80,43,101,88,3,57.86,5091.68,Yes
11/26/2024,Islamabad East,M0064,Material_094,Semi-Finished,Beta Corp,53,62,49,98,134,2,33.56,4497.04,No
11/08/2024,Islamabad East,M0035,Material_041,Raw Material,Gamma Traders,214,240,78,143,196,13,91.43,17920.28,No
11/22/2024,Lahore South,M0007,Material_068,Finished Good,Delta Supplies,66,45,63,119,10,8,146.56,1465.6,Yes
11/11/2024,Karachi Central,M0085,Material_068,Raw Material,Delta Supplies,88,102,56,126,263,7,116.6,30665.8,No
11/27/2024,Karachi Central,M0018,Material_092,Semi-Finished,Delta Supplies,97,110,91,138,13,7,69.27,900.51,Yes
11/08/2024,Lahore South,M0067,Material_008,Semi-Finished,Gamma Traders,223,183,45,124,29,6,10.63,308.27,Yes
10/14/2024,Islamabad East,M0042,Material_002,Raw Material,Beta Corp,267,244,58,108,210,12,53.86,11310.6,No
10/05/2024,Faisalabad Hub,M0039,Material_086,Raw Material,Alpha Ltd,225,207,44,74,45,5,83.75,3768.75,Yes
11/04/2024,Lahore South,M0041,Material_041,Semi-Finished,Gamma Traders,88,71,71,113,68,12,55.4,3767.2,Yes
12/26/2024,Faisalabad Hub,M0075,Material_055,Raw Material,Delta Supplies,282,321,49,125,104,5,25.54,2656.16,Yes
12/14/2024,Islamabad East,M0024,Material_016,Finished Good,Gamma Traders,181,186,48,69,76,4,71.99,5471.24,No
10/18/2024,Karachi Central,M0060,Material_093,Packaging,Delta Supplies,79,49,66,125,205,11,45.46,9319.3,No
12/15/2024,Islamabad East,M0046,Material_062,Finished Good,Alpha Ltd,207,235,52,112,52,9,137.29,7139.08,Yes
10/09/2024,Lahore South,M0019,Material_048,Raw Material,Alpha Ltd,71,97,58,104,0,8,24.25,0.0,Yes
12/13/2024,Karachi Central,M0068,Material_030,Semi-Finished,Beta Corp,252,204,60,114,253,10,16.88,4270.64,No
11/27/2024,Lahore South,M0090,Material_012,Semi-Finished,Delta Supplies,115,69,63,84,43,2,10.74,461.82,Yes
10/17/2024,Lahore South,M0042,Material_035,Semi-Finished,Beta Corp,157,138,77,135,33,8,55.93,1845.69,Yes
10/07/2024,Islamabad East,M0032,Material_011,Raw Material,Beta Corp,61,80,43,99,77,11,102.45,7888.65,Yes
11/15/2024,Lahore South,M0039,Material_064,Semi-Finished,Alpha Ltd,271,249,63,103,25,5,112.26,2806.5,Yes
10/13/2024,Islamabad East,M0036,Material_050,Packaging,Gamma Traders,85,36,98,175,77,8,73.46,5656.42,Yes
11/09/2024,Karachi Central,M0097,Material_085,Semi-Finished,Gamma Traders,67,11,74,98,115,14,105.81,12168.15,No
11/11/2024,Islamabad East,M0036,Material_021,Raw Material,Beta Corp,139,105,42,113,7,13,60.39,422.73,Yes
10/09/2024,Karachi Central,M0003,Material_069,Finished Good,Alpha Ltd,230,197,43,107,61,2,103.49,6312.89,Yes
11/19/2024,Islamabad East,M0073,Material_048,Raw Material,Delta Supplies,248,264,96,136,135,6,15.68,2116.8,Yes
10/27/2024,Faisalabad Hub,M0008,Material_020,Finished Good,Gamma Traders,50,43,76,124,119,4,64.71,7700.49,Yes
12/05/2024,Faisalabad Hub,M0097,Material_067,Finished Good,Beta Corp,176,174,79,118,171,6,120.72,20643.12,No
10/05/2024,Lahore South,M0070,Material_044,Finished Good,Gamma Traders,235,238,87,144,292,5,122.42,35746.64,No
10/29/2024,Islamabad East,M0041,Material_033,Packaging,Gamma Traders,139,139,93,132,148,3,110.26,16318.48,No
11/06/2024,Islamabad East,M0068,Material_073,Packaging,Delta Supplies,136,132,74,143,193,12,38.59,7447.87,No
11/07/2024,Karachi Central,M0013,Material_061,Finished Good,Alpha Ltd,139,92,70,114,97,5,44.61,4327.17,Yes
12/22/2024,Lahore South,M0049,Material_009,Raw Material,Delta Supplies,286,287,95,116,176,4,149.45,26303.2,No
10/08/2024,Islamabad East,M0060,Material_068,Packaging,Alpha Ltd,183,127,83,159,56,14,24.47,1370.32,Yes
12/04/2024,Lahore South,M0002,Material_035,Semi-Finished,Gamma Traders,119,143,64,115,90,2,35.29,3176.1,Yes
12/25/2024,Faisalabad Hub,M0060,Material_081,Semi-Finished,Beta Corp,93,46,79,124,212,13,28.2,5978.4,No
10/17/2024,Islamabad East,M0005,Material_098,Raw Material,Delta Supplies,249,233,52,77,0,11,55.87,0.0,Yes
12/10/2024,Islamabad East,M0044,Material_088,Semi-Finished,Alpha Ltd,201,240,43,103,224,9,39.42,8830.08,No
12/28/2024,Lahore South,M0027,Material_096,Finished Good,Gamma Traders,135,80,85,161,47,6,79.68,3744.96,Yes
11/14/2024,Islamabad East,M0032,Material_065,Raw Material,Alpha Ltd,68,47,53,75,135,5,76.64,10346.4,No
10/04/2024,Lahore South,M0021,Material_008,Finished Good,Alpha Ltd,150,103,52,104,118,11,136.21,16072.78,No
11/05/2024,Islamabad East,M0008,Material_045,Raw Material,Alpha Ltd,195,227,66,86,60,13,14.86,891.6,Yes
12/09/2024,Karachi Central,M0072,Material_087,Raw Material,Gamma Traders,144,117,45,115,156,6,54.78,8545.68,No
10/31/2024,Lahore South,M0050,Material_047,Raw Material,Beta Corp,150,110,56,80,147,5,93.53,13748.91,No
10/19/2024,Islamabad East,M0067,Material_040,Raw Material,Beta Corp,79,103,75,107,170,4,94.67,16093.9,No
11/30/2024,Faisalabad Hub,M0044,Material_076,Finished Good,Beta Corp,298,289,79,117,28,6,77.22,2162.16,Yes
11/23/2024,Islamabad East,M0058,Material_054,Raw Material,Alpha Ltd,219,166,88,119,129,5,124.19,16020.51,No
11/08/2024,Faisalabad Hub,M0003,Material_076,Packaging,Gamma Traders,82,83,74,141,56,2,18.78,1051.68,Yes
12/13/2024,Faisalabad Hub,M0086,Material_046,Raw Material,Alpha Ltd,251,234,56,100,235,13,124.17,29179.95,No
12/29/2024,Karachi Central,M0070,Material_047,Packaging,Beta Corp,278,244,80,156,244,4,79.27,19341.88,No
10/19/2024,Lahore South,M0002,Material_015,Packaging,Beta Corp,61,17,41,111,0,11,28.73,0.0,Yes
11/08/2024,Islamabad East,M0087,Material_019,Raw Material,Gamma Traders,167,187,96,150,187,11,134.0,25058.0,No
12/06/2024,Karachi Central,M0044,Material_026,Raw Material,Alpha Ltd,143,166,52,83,14,9,100.89,1412.46,Yes
11/14/2024,Islamabad East,M0002,Material_052,Finished Good,Delta Supplies,204,190,91,140,191,8,32.9,6283.9,No
10/13/2024,Faisalabad Hub,M0081,Material_093,Raw Material,Delta Supplies,216,228,41,65,46,3,14.71,676.66,Yes
11/27/2024,Lahore South,M0035,Material_022,Packaging,Beta Corp,186,203,91,144,30,2,29.76,892.8,Yes
10/20/2024,Islamabad East,M0098,Material_021,Raw Material,Gamma Traders,295,262,67,108,89,4,95.23,8475.47,Yes
12/11/2024,Islamabad East,M0087,Material_051,Semi-Finished,Alpha Ltd,198,222,82,140,66,6,35.1,2316.6,Yes
11/30/2024,Faisalabad Hub,M0030,Material_038,Raw Material,Alpha Ltd,125,148,98,130,68,11,41.61,2829.48,Yes
11/08/2024,Islamabad East,M0008,Material_020,Packaging,Beta Corp,296,295,65,141,243,12,13.52,3285.36,No
10/01/2024,Islamabad East,M0022,Material_029,Raw Material,Beta Corp,78,35,61,127,170,13,111.21,18905.7,No
10/03/2024,Faisalabad Hub,M0044,Material_051,Finished Good,Alpha Ltd,210,206,86,159,184,2,123.45,22714.8,No
12/16/2024,Karachi Central,M0058,Material_004,Raw Material,Alpha Ltd,284,243,82,104,0,4,121.56,0.0,Yes
12/01/2024,Faisalabad Hub,M0036,Material_055,Semi-Finished,Beta Corp,239,263,94,173,80,4,27.86,2228.8,Yes
12/02/2024,Karachi Central,M0069,Material_071,Packaging,Alpha Ltd,166,134,42,114,164,6,136.46,22379.44,No
10/25/2024,Lahore South,M0077,Material_092,Raw Material,Delta Supplies,64,91,74,113,0,4,104.12,0.0,Yes
11/25/2024,Karachi Central,M0093,Material_028,Semi-Finished,Beta Corp,51,43,99,149,33,14,135.65,4476.45,Yes
11/02/2024,Karachi Central,M0031,Material_004,Raw Material,Alpha Ltd,229,241,97,121,95,10,72.6,6897.0,Yes
11/07/2024,Lahore South,M0047,Material_022,Finished Good,Beta Corp,280,226,51,94,0,2,71.17,0.0,Yes
10/06/2024,Karachi Central,M0055,Material_076,Finished Good,Gamma Traders,166,203,63,122,56,5,119.84,6711.04,Yes
11/27/2024,Faisalabad Hub,M0080,Material_045,Finished Good,Beta Corp,221,180,44,117,154,14,23.06,3551.24,No
11/13/2024,Karachi Central,M0062,Material_067,Raw Material,Beta Corp,231,252,59,111,71,14,82.92,5887.32,Yes
11/14/2024,Lahore South,M0030,Material_086,Semi-Finished,Gamma Traders,67,61,78,105,225,11,127.09,28595.25,No
11/01/2024,Faisalabad Hub,M0055,Material_066,Packaging,Delta Supplies,52,84,78,121,75,11,126.23,9467.25,Yes
11/14/2024,Lahore South,M0016,Material_088,Finished Good,Alpha Ltd,184,148,52,121,11,5,143.86,1582.46,Yes
11/30/2024,Lahore South,M0012,Material_034,Semi-Finished,Gamma Traders,220,182,80,119,183,2,107.76,19720.08,No
11/16/2024,Islamabad East,M0017,Material_091,Finished Good,Beta Corp,259,273,96,175,95,3,39.09,3713.55,Yes
10/21/2024,Islamabad East,M0016,Material_055,Packaging,Alpha Ltd,285,311,92,127,32,12,12.84,410.88,Yes
12/19/2024,Lahore South,M0012,Material_001,Packaging,Gamma Traders,215,164,84,153,238,2,77.12,18354.56,No
12/24/2024,Lahore South,M0008,Material_072,Raw Material,Alpha Ltd,214,236,51,122,252,7,81.92,20643.84,No
12/14/2024,Lahore South,M0084,Material_087,Semi-Finished,Alpha Ltd,235,186,52,83,37,4,43.64,1614.68,Yes
11/05/2024,Islamabad East,M0003,Material_038,Packaging,Gamma Traders,210,199,95,127,138,8,27.46,3789.48,No
10/19/2024,Islamabad East,M0016,Material_006,Packaging,Alpha Ltd,157,172,49,113,153,6,92.07,14086.71,No
10/20/2024,Karachi Central,M0030,Material_086,Semi-Finished,Delta Supplies,236,188,72,133,0,10,117.0,0.0,Yes
11/26/2024,Karachi Central,M0023,Material_025,Packaging,Gamma Traders,144,159,96,154,63,8,149.04,9389.52,Yes
10/18/2024,Lahore South,M0092,Material_082,Raw Material,Delta Supplies,171,186,79,123,197,5,116.16,22883.52,No
11/16/2024,Faisalabad Hub,M0005,Material_017,Packaging,Beta Corp,60,55,93,158,195,6,121.11,23616.45,No
11/18/2024,Faisalabad Hub,M0084,Material_061,Packaging,Alpha Ltd,117,66,55,106,25,6,96.3,2407.5,Yes
10/14/2024,Islamabad East,M0065,Material_012,Packaging,Beta Corp,172,164,84,127,269,12,148.03,39820.07,No
10/15/2024,Islamabad East,M0030,Material_006,Raw Material,Beta Corp,259,218,74,141,277,6,99.59,27586.43,No
10/31/2024,Islamabad East,M0021,Material_090,Raw Material,Alpha Ltd,245,190,42,108,126,11,130.44,16435.44,No
10/01/2024,Lahore South,M0084,Material_027,Raw Material,Gamma Traders,162,150,95,158,69,10,142.41,9826.29,Yes
11/23/2024,Faisalabad Hub,M0070,Material_008,Semi-Finished,Alpha Ltd,147,185,44,72,0,11,140.18,0.0,Yes
10/03/2024,Karachi Central,M0022,Material_083,Raw Material,Beta Corp,142,117,65,124,137,4,63.4,8685.8,No
10/16/2024,Lahore South,M0082,Material_065,Packaging,Beta Corp,265,209,50,119,213,7,21.01,4475.13,No
12/26/2024,Karachi Central,M0072,Material_057,Finished Good,Gamma Traders,71,70,46,88,0,9,34.06,0.0,Yes
11/26/2024,Karachi Central,M0032,Material_093,Raw Material,Alpha Ltd,243,265,92,161,164,12,18.29,2999.56,No
12/14/2024,Lahore South,M0033,Material_099,Packaging,Beta Corp,221,245,95,127,12,10,24.76,297.12,Yes
10/12/2024,Karachi Central,M0016,Material_040,Semi-Finished,Delta Supplies,176,184,49,128,25,14,35.85,896.25,Yes
12/13/2024,Faisalabad Hub,M0076,Material_014,Finished Good,Beta Corp,183,148,81,159,93,8,57.75,5370.75,Yes
10/16/2024,Karachi Central,M0038,Material_035,Semi-Finished,Beta Corp,219,211,91,142,19,13,86.1,1635.9,Yes
12/11/2024,Faisalabad Hub,M0098,Material_048,Semi-Finished,Gamma Traders,74,59,73,142,187,4,109.64,20502.68,No
12/15/2024,Faisalabad Hub,M0014,Material_084,Finished Good,Delta Supplies,296,274,42,76,133,2,39.53,5257.49,No
10/24/2024,Faisalabad Hub,M0036,Material_056,Packaging,Beta Corp,234,272,47,102,155,5,104.15,16143.25,No
10/28/2024,Islamabad East,M0097,Material_049,Finished Good,Beta Corp,134,126,70,138,91,14,108.6,9882.6,Yes
10/08/2024,Karachi Central,M0023,Material_013,Raw Material,Delta Supplies,104,90,50,74,153,7,88.21,13496.13,No
11/05/2024,Lahore South,M0066,Material_061,Finished Good,Alpha Ltd,193,208,84,125,75,4,136.51,10238.25,Yes
12/29/2024,Lahore South,M0085,Material_049,Packaging,Alpha Ltd,144,86,46,81,0,2,25.54,0.0,Yes
10/08/2024,Karachi Central,M0002,Material_046,Packaging,Beta Corp,191,160,84,144,120,7,34.8,4176.0,Yes
11/27/2024,Islamabad East,M0091,Material_062,Raw Material,Beta Corp,216,205,41,70,0,2,70.01,0.0,Yes
