FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
07-04-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4633,BIS,"Bismarck/Mandan, ND",DEN,"Denver, CO",930,924,-6,15,939,952,17,1024,1009,-15,0,,0,114,105,73,516,,,,,
18-05-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1615,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",825,902,37,20,922,1019,6,955,1025,30,0,,0,90,83,57,356,30,0,0,0,0
24-09-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2027,MSP,"Minneapolis, MN",MEM,"Memphis, TN",1429,1426,-3,16,1442,1617,5,1625,1622,-3,0,,0,116,116,95,700,,,,,
12-05-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5150,SHR,"Sheridan, WY",DEN,"Denver, CO",1050,1047,-3,9,1056,1154,9,1212,1203,-9,0,,0,82,76,58,359,,,,,
09-08-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,608,BOI,"Boise, ID",SNA,"Santa Ana, CA",1235,1232,-3,9,1241,1330,4,1345,1334,-11,0,,0,130,122,109,688,,,,,
28-10-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5467,IAH,"Houston, TX",TUS,"Tucson, AZ",2000,2011,11,25,2036,2049,5,2040,2054,14,0,,0,160,163,133,936,,,,,
12-08-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1747,BDL,"Hartford, CT",BWI,"Baltimore, MD",1235,1229,-6,9,1238,1325,12,1350,1337,-13,0,,0,75,68,47,283,,,,,
22-06-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1939,RNO,"Reno, NV",LGB,"Long Beach, CA",1740,1818,38,10,1828,1939,3,1905,1942,37,0,,0,85,84,71,402,3,0,0,0,34
04-03-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3017,HPN,"White Plains, NY",ORD,"Chicago, IL",705,659,-6,13,712,825,15,842,840,-2,0,,0,157,161,133,738,,,,,
06-06-19,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5650,ORD,"Chicago, IL",SAV,"Savannah, GA",600,553,-7,20,613,855,8,914,903,-11,0,,0,134,130,102,773,,,,,
28-01-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3256,PHX,"Phoenix, AZ",MFR,"Medford, OR",1536,1529,-7,20,1549,1702,4,1704,1706,2,0,,0,148,157,133,854,,,,,
21-01-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1015,MCO,"Orlando, FL",JFK,"New York, NY",1145,1145,0,15,1200,1401,7,1417,1408,-9,0,,0,152,143,121,944,,,,,
15-08-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2634,ORD,"Chicago, IL",SFO,"San Francisco, CA",950,947,-3,15,1002,1208,5,1228,1213,-15,0,,0,278,266,246,1846,,,,,
23-09-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1522,BNA,"Nashville, TN",DAL,"Dallas, TX",2055,2045,-10,8,2053,2227,2,2245,2229,-16,0,,0,110,104,94,623,,,,,
21-11-22,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,680,DEN,"Denver, CO",MCO,"Orlando, FL",730,737,7,14,751,1259,7,1308,1306,-2,0,,0,218,209,188,1546,,,,,
16-10-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3767,MSP,"Minneapolis, MN",GFK,"Grand Forks, ND",2050,2048,-2,9,2057,2150,3,2206,2153,-13,0,,0,76,65,53,284,,,,,
10-08-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1308,MCI,"Kansas City, MO",ATL,"Atlanta, GA",1810,1825,15,7,1832,2125,11,2110,2136,26,0,,0,120,131,113,692,12,0,11,0,3
03-09-22,JetBlue Airways,JetBlue Airways: B6,B6,20409,2692,MIA,"Miami, FL",JFK,"New York, NY",1857,1855,-2,26,1921,2148,7,2159,2155,-4,0,,0,182,180,147,1089,,,,,
01-01-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1780,BHM,"Birmingham, AL",MDW,"Chicago, IL",1740,,,,,,,1925,,,1,B,0,105,,,570,,,,,
11-05-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3081,HRL,"Harlingen/San Benito, TX",DFW,"Dallas/Fort Worth, TX",1524,1520,-4,13,1533,1644,21,1704,1705,1,0,,0,100,105,71,461,,,,,
09-07-19,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,807,SEA,"Seattle, WA",KOA,"Kona, HI",1730,1725,-5,13,1738,2012,5,2040,2017,-23,0,,0,370,352,334,2688,,,,,
18-09-19,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1751,SFO,"San Francisco, CA",SEA,"Seattle, WA",1220,1211,-9,21,1232,1408,9,1445,1417,-28,0,,0,145,126,96,679,,,,,
02-12-19,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5667,SBP,"San Luis Obispo, CA",SFO,"San Francisco, CA",648,,,,,,,800,,,1,B,0,72,,,190,,,,,
13-06-21,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,654,SEA,"Seattle, WA",SMF,"Sacramento, CA",1755,1754,-1,15,1809,1941,4,1946,1945,-1,0,,0,111,111,92,605,,,,,
25-11-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5060,BWI,"Baltimore, MD",CVG,"Cincinnati, OH",905,900,-5,15,915,1036,4,1045,1040,-5,0,,0,100,100,81,430,,,,,
01-06-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2041,LGA,"New York, NY",BNA,"Nashville, TN",1620,1618,-2,11,1629,1724,5,1800,1729,-31,0,,0,160,131,115,764,,,,,
16-09-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1675,ELP,"El Paso, TX",LAS,"Las Vegas, NV",720,725,5,11,736,758,3,805,801,-4,0,,0,105,96,82,583,,,,,
31-10-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5355,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",1130,1130,0,21,1151,1234,9,1244,1243,-1,0,,0,134,133,103,641,,,,,
27-09-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,285,LAX,"Los Angeles, CA",LIH,"Lihue, HI",1735,1903,88,14,1917,2126,5,2024,2131,67,0,,0,349,328,309,2615,0,0,0,0,67
14-05-22,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3830,TPA,"Tampa, FL",BWI,"Baltimore, MD",1940,1937,-3,11,1948,2140,6,2205,2146,-19,0,,0,145,129,112,842,,,,,
10-06-19,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5491,SMF,"Sacramento, CA",SFO,"San Francisco, CA",820,814,-6,15,829,858,34,933,932,-1,0,,0,73,78,29,86,,,,,
03-06-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5141,DEN,"Denver, CO",SGU,"St. George, UT",1612,1756,104,23,1819,1934,4,1748,1938,110,0,,0,96,102,75,517,110,0,0,0,0
24-08-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,933,LAS,"Las Vegas, NV",DAL,"Dallas, TX",605,601,-4,13,614,1036,2,1040,1038,-2,0,,0,155,157,142,1067,,,,,
19-03-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,199,GSP,"Greer, SC",BWI,"Baltimore, MD",1225,1224,-1,6,1230,1330,6,1350,1336,-14,0,,0,85,72,60,426,,,,,
12-08-20,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,461,DEN,"Denver, CO",IAD,"Washington, DC",1415,1406,-9,19,1425,1922,28,1933,1950,17,0,,0,198,224,177,1452,0,0,17,0,0
17-08-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,864,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",2030,2029,-1,21,2050,2203,6,2216,2209,-7,0,,0,106,100,73,449,,,,,
15-02-19,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5406,BDL,"Hartford, CT",RDU,"Raleigh/Durham, NC",620,633,13,11,644,810,4,828,814,-14,0,,0,128,101,86,532,,,,,
19-05-19,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5386,MLB,"Melbourne, FL",CLT,"Charlotte, NC",615,611,-4,12,623,747,9,802,756,-6,0,,0,107,105,84,490,,,,,
27-09-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4439,PHX,"Phoenix, AZ",MDW,"Chicago, IL",1715,1714,-1,8,1722,2221,3,2230,2224,-6,0,,0,195,190,179,1444,,,,,
24-12-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1033,ATL,"Atlanta, GA",TLH,"Tallahassee, FL",1515,1512,-3,11,1523,1601,4,1618,1605,-13,0,,0,63,53,38,223,,,,,
17-12-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1608,DFW,"Dallas/Fort Worth, TX",LGA,"New York, NY",1053,1046,-7,20,1106,1444,9,1515,1453,-22,0,,0,202,187,158,1389,,,,,
25-05-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4748,GRB,"Green Bay, WI",ORD,"Chicago, IL",600,550,-10,11,601,645,16,712,701,-11,0,,0,72,71,44,173,,,,,
03-07-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1853,DFW,"Dallas/Fort Worth, TX",BOS,"Boston, MA",1030,1026,-4,13,1039,1459,8,1520,1507,-13,0,,0,230,221,200,1562,,,,,
02-11-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,992,ATL,"Atlanta, GA",SAN,"San Diego, CA",1533,1531,-2,17,1548,1653,3,1702,1656,-6,0,,0,269,265,245,1892,,,,,
09-03-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2629,MIA,"Miami, FL",AUS,"Austin, TX",1840,1916,36,13,1929,2117,5,2054,2122,28,0,,0,194,186,168,1103,24,0,0,0,4
06-03-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,513,DCA,"Washington, DC",ATL,"Atlanta, GA",600,552,-8,14,606,730,10,802,740,-22,0,,0,122,108,84,547,,,,,
19-06-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3557,LAX,"Los Angeles, CA",BNA,"Nashville, TN",635,632,-3,13,645,1217,5,1235,1222,-13,0,,0,240,230,212,1797,,,,,
14-11-21,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5314,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",1437,1515,38,14,1529,1612,8,1559,1620,21,0,,0,82,65,43,221,1,0,0,0,20
22-10-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1921,LGB,"Long Beach, CA",SMF,"Sacramento, CA",1840,1903,23,9,1912,2018,4,2000,2022,22,0,,0,80,79,66,387,7,0,0,0,15
29-01-19,JetBlue Airways,JetBlue Airways: B6,B6,20409,1033,MCO,"Orlando, FL",SJU,"San Juan, PR",936,932,-4,19,951,1311,5,1325,1316,-9,0,,0,169,164,140,1189,,,,,
24-04-22,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2367,PIT,"Pittsburgh, PA",SFO,"San Francisco, CA",600,557,-3,10,607,810,5,833,815,-18,0,,0,333,318,303,2254,,,,,
24-11-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1962,ORD,"Chicago, IL",OMA,"Omaha, NE",1545,1543,-2,15,1558,1709,3,1720,1712,-8,0,,0,95,89,71,416,,,,,
22-04-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2720,OKC,"Oklahoma City, OK",DEN,"Denver, CO",1240,1237,-3,13,1250,1307,7,1320,1314,-6,0,,0,100,97,77,495,,,,,
05-06-22,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,815,ORD,"Chicago, IL",MSY,"New Orleans, LA",1616,1631,15,12,1643,1827,5,1841,1832,-9,0,,0,145,121,104,836,,,,,
21-02-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1121,PHL,"Philadelphia, PA",TPA,"Tampa, FL",1300,1258,-2,10,1308,1518,5,1545,1523,-22,0,,0,165,145,130,920,,,,,
01-02-19,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5077,DFW,"Dallas/Fort Worth, TX",CVG,"Cincinnati, OH",1936,1929,-7,14,1943,2228,4,2247,2232,-15,0,,0,131,123,105,812,,,,,
27-07-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4994,BUF,"Buffalo, NY",PHX,"Phoenix, AZ",1715,1713,-2,7,1720,1819,6,1845,1825,-20,0,,0,270,252,239,1912,,,,,
31-07-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,936,TPA,"Tampa, FL",BWI,"Baltimore, MD",2220,2249,29,8,2257,44,4,30,48,18,0,,0,130,119,107,842,0,0,0,0,18
26-04-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3147,ORD,"Chicago, IL",CVG,"Cincinnati, OH",1244,1239,-5,15,1254,1436,7,1505,1443,-22,0,,0,81,64,42,264,,,,,
14-09-20,Envoy Air,Envoy Air: MQ,MQ,20398,3438,ORD,"Chicago, IL",PWM,"Portland, ME",1825,1818,-7,38,1856,2151,3,2151,2154,3,0,,0,146,156,115,900,,,,,
11-09-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2932,CLT,"Charlotte, NC",SAV,"Savannah, GA",1240,1238,-2,10,1248,1326,5,1341,1331,-10,0,,0,61,53,38,213,,,,,
28-02-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,310,ATL,"Atlanta, GA",MSY,"New Orleans, LA",726,723,-3,13,736,746,4,800,750,-10,0,,0,94,87,70,425,,,,,
24-05-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,922,PVD,"Providence, RI",MDW,"Chicago, IL",550,546,-4,9,555,702,31,725,733,8,0,,0,155,167,127,842,,,,,
17-01-23,JetBlue Airways,JetBlue Airways: B6,B6,20409,781,BOS,"Boston, MA",RIC,"Richmond, VA",1404,1404,0,16,1420,1547,6,1552,1553,1,0,,0,108,109,87,474,,,,,
05-11-22,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3925,MIA,"Miami, FL",LGA,"New York, NY",1202,1211,9,14,1225,1456,3,1459,1459,0,0,,0,177,168,151,1096,,,,,
13-08-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3480,FAT,"Fresno, CA",SAN,"San Diego, CA",830,819,-11,8,827,921,2,933,923,-10,0,,0,63,64,54,314,,,,,
21-11-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1367,AUS,"Austin, TX",LAX,"Los Angeles, CA",1508,,,,,,,1630,,,1,A,0,202,,,1242,,,,,
24-12-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1893,CLT,"Charlotte, NC",LGA,"New York, NY",1751,1747,-4,10,1757,1918,4,1941,1922,-19,0,,0,110,95,81,544,,,,,
14-10-21,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,61,YAK,"Yakutat, AK",CDV,"Cordova, AK",1216,1218,2,17,1235,1310,4,1305,1314,9,0,,0,49,56,35,213,,,,,
17-10-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2056,IND,"Indianapolis, IN",ATL,"Atlanta, GA",720,718,-2,8,726,829,10,855,839,-16,0,,0,95,81,63,432,,,,,
09-05-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2503,TPA,"Tampa, FL",MIA,"Miami, FL",1730,1852,82,16,1908,1947,47,1840,2034,114,0,,0,70,102,39,204,3,0,32,0,79
21-09-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,492,LGA,"New York, NY",DTW,"Detroit, MI",935,930,-5,12,942,1058,8,1138,1106,-32,0,,0,123,96,76,502,,,,,
13-07-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1936,LAX,"Los Angeles, CA",OAK,"Oakland, CA",1210,1205,-5,11,1216,1306,6,1320,1312,-8,0,,0,70,67,50,337,,,,,
21-09-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2194,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",2100,2056,-4,16,2112,2244,3,2258,2247,-11,0,,0,118,111,92,632,,,,,
28-03-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2212,DFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",1859,,,,,,,2014,,,1,D,0,75,,,224,,,,,
17-12-21,Allegiant Air,Allegiant Air: G4,G4,20368,259,LAS,"Las Vegas, NV",MSO,"Missoula, MT",1820,1912,52,15,1927,2227,7,2140,2234,54,0,,0,140,142,120,750,2,0,2,0,50
27-02-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2456,IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX",1803,1801,-2,12,1813,1905,18,1936,1923,-13,0,,0,153,142,112,761,,,,,
13-11-19,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,433,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",1252,1248,-4,31,1319,1413,14,1426,1427,1,0,,0,94,99,54,337,,,,,
13-07-20,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4907,ATL,"Atlanta, GA",MOB,"Mobile, AL",1535,1534,-1,10,1544,1536,4,1551,1540,-11,0,,0,76,66,52,302,,,,,
30-09-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1507,LAX,"Los Angeles, CA",CLT,"Charlotte, NC",1130,1212,42,17,1229,1934,7,1920,1941,21,0,,0,290,269,245,2125,0,0,0,0,21
07-04-22,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1663,EWR,"Newark, NJ",BOS,"Boston, MA",1157,1157,0,16,1213,1249,7,1305,1256,-9,0,,0,68,59,36,200,,,,,
29-03-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2463,DEN,"Denver, CO",FLL,"Fort Lauderdale, FL",1750,1827,37,20,1847,3,4,2344,7,23,0,,0,234,220,196,1703,3,0,0,0,20
04-03-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,540,BOS,"Boston, MA",ATL,"Atlanta, GA",815,917,62,13,930,1156,6,1123,1202,39,0,,0,188,165,146,946,0,39,0,0,0
12-04-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,985,DCA,"Washington, DC",JFK,"New York, NY",1712,1746,34,9,1755,1837,32,1845,1909,24,0,,0,93,83,42,213,24,0,0,0,0
17-01-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5708,SFO,"San Francisco, CA",BOI,"Boise, ID",1415,1440,25,24,1504,1717,2,1705,1719,14,0,,0,110,99,73,522,,,,,
29-11-19,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6096,IAH,"Houston, TX",OKC,"Oklahoma City, OK",1805,1814,9,30,1844,1954,3,1940,1957,17,0,,0,95,103,70,395,17,0,0,0,0
05-08-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,382,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",700,657,-3,10,707,731,5,745,736,-9,0,,0,45,39,24,106,,,,,
28-11-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2312,ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL",1945,1943,-2,10,1953,2055,4,2110,2059,-11,0,,0,85,76,62,444,,,,,
21-10-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1291,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1230,1234,4,13,1247,1335,13,1350,1348,-2,0,,0,80,74,48,258,,,,,
28-04-22,Envoy Air,Envoy Air: MQ,MQ,20398,3615,CID,"Cedar Rapids/Iowa City, IA",ORD,"Chicago, IL",1624,1629,5,12,1641,1720,10,1734,1730,-4,0,,0,70,61,39,196,,,,,
18-10-21,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6195,IAH,"Houston, TX",ORF,"Norfolk, VA",1156,1209,13,13,1222,1558,3,1555,1601,6,0,,0,179,172,156,1201,,,,,
29-09-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2362,STL,"St. Louis, MO",BOS,"Boston, MA",1925,1930,5,10,1940,2248,7,2305,2255,-10,0,,0,160,145,128,1047,,,,,
04-11-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2636,SFO,"San Francisco, CA",SEA,"Seattle, WA",1017,1011,-6,12,1023,1210,8,1235,1218,-17,0,,0,138,127,107,679,,,,,
21-03-19,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3337,LAX,"Los Angeles, CA",STS,"Santa Rosa, CA",2055,2137,42,20,2157,2302,5,2235,2307,32,0,,0,100,90,65,400,0,0,0,0,32
24-03-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,639,TPA,"Tampa, FL",IAD,"Washington, DC",1415,1433,18,13,1446,1637,5,1632,1642,10,0,,0,137,129,111,811,,,,,
18-03-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2823,DCA,"Washington, DC",TPA,"Tampa, FL",1159,1155,-4,54,1249,1458,13,1422,1511,49,0,,0,143,196,129,814,0,0,49,0,0
03-12-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1925,OAK,"Oakland, CA",LAX,"Los Angeles, CA",1340,1351,11,11,1402,1501,10,1510,1511,1,0,,0,90,80,59,337,,,,,
08-08-22,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1362,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",1435,1434,-1,22,1456,2140,7,2140,2147,7,0,,0,245,253,224,1747,,,,,
21-02-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2927,ATL,"Atlanta, GA",BHM,"Birmingham, AL",2259,2259,0,14,2313,2243,7,2251,2250,-1,0,,0,52,51,30,134,,,,,
08-04-22,Envoy Air,Envoy Air: MQ,MQ,20398,4209,DFW,"Dallas/Fort Worth, TX",SPS,"Wichita Falls, TX",850,846,-4,21,907,935,9,947,944,-3,0,,0,57,58,28,113,,,,,
01-03-22,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5012,ATL,"Atlanta, GA",MOB,"Mobile, AL",940,935,-5,11,946,940,4,959,944,-15,0,,0,79,69,54,302,,,,,
17-05-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2116,TUS,"Tucson, AZ",LAS,"Las Vegas, NV",600,557,-3,7,604,700,5,720,705,-15,0,,0,80,68,56,365,,,,,
08-02-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3965,FSD,"Sioux Falls, SD",MSP,"Minneapolis, MN",1055,1042,-13,22,1104,1142,2,1207,1144,-23,0,,0,72,62,38,196,,,,,
28-07-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2781,STL,"St. Louis, MO",OKC,"Oklahoma City, OK",1610,1616,6,15,1631,1748,4,1730,1752,22,0,,0,80,96,77,462,6,0,16,0,0
28-04-21,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6146,MCI,"Kansas City, MO",IAH,"Houston, TX",630,625,-5,15,640,841,8,843,849,6,0,,0,133,144,121,643,,,,,
11-10-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1709,FLL,"Fort Lauderdale, FL",CLT,"Charlotte, NC",1727,1721,-6,10,1731,1915,6,1924,1921,-3,0,,0,117,120,104,632,,,,,
26-03-22,JetBlue Airways,JetBlue Airways: B6,B6,20409,2428,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",1901,1957,56,16,2013,2126,4,2038,2130,52,0,,0,97,93,73,416,7,0,0,0,45
27-06-23,Republic Airline,Republic Airline: YX,YX,20452,4543,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1524,1519,-5,15,1534,1549,10,1603,1559,-4,0,,0,99,100,75,442,,,,,
26-07-20,Republic Airline,Republic Airline: YX,YX,20452,4407,RDU,"Raleigh/Durham, NC",PHL,"Philadelphia, PA",815,808,-7,11,819,920,5,949,925,-24,0,,0,94,77,61,337,,,,,
23-07-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2627,SAN,"San Diego, CA",IAH,"Houston, TX",1345,1344,-1,16,1400,1855,6,1853,1901,8,0,,0,188,197,175,1303,,,,,
08-10-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5472,ORD,"Chicago, IL",OMA,"Omaha, NE",1950,1949,-1,26,2015,2121,5,2135,2126,-9,0,,0,105,97,66,416,,,,,
01-03-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,392,LAX,"Los Angeles, CA",JFK,"New York, NY",845,847,2,11,858,1642,6,1700,1648,-12,0,,0,315,301,284,2475,,,,,
21-05-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,645,OGG,"Kahului, HI",PHX,"Phoenix, AZ",2243,2240,-3,9,2249,716,3,725,719,-6,0,,0,342,339,327,2845,,,,,
06-04-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2798,ATL,"Atlanta, GA",EYW,"Key West, FL",1500,1457,-3,14,1511,1637,3,1652,1640,-12,0,,0,112,103,86,646,,,,,
02-06-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1550,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",1720,1818,58,12,1830,2039,3,1955,2042,47,0,,0,155,144,129,925,0,0,0,0,47
26-08-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2697,ATL,"Atlanta, GA",DAL,"Dallas, TX",820,820,0,24,844,922,3,925,925,0,0,,0,125,125,98,721,,,,,
01-04-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3370,LAX,"Los Angeles, CA",PDX,"Portland, OR",845,843,-2,18,901,1053,5,1113,1058,-15,0,,0,148,135,112,834,,,,,
03-02-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5083,HYS,"Hays, KS",DEN,"Denver, CO",1200,1151,-9,9,1200,1150,10,1228,1200,-28,0,,0,88,69,50,298,,,,,
04-04-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2255,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",904,917,13,9,926,1055,2,1106,1057,-9,0,,0,122,100,89,666,,,,,
19-04-22,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5291,JFK,"New York, NY",BTV,"Burlington, VT",2200,2207,7,24,2231,2318,5,2332,2323,-9,0,,0,92,76,47,266,,,,,
